node_id,name,node_time,subpop_id,parent_id,color_trait_0,transmissibility_1
8,473.4370,473,4370,169,#5ec962,1.6624538584660749
98,2270.6054,2270,6054,169,#5ec962,1.6624538584660749
213,.,205,-1,217,#5ec962,1.6624538584660749
146,3491.4093,3491,4093,213,#5ec962,1.6624538584660749
175,.,295,-1,213,#5ec962,1.6624538584660749
11,598.8315,598,8315,175,#5ec962,1.6624538584660749
149,3520.9344,3520,9344,175,#5ec962,1.6624538584660749
295,.,21,-1,296,#5ec962,1.6624538584660749
268,.,110,-1,295,#5ec962,1.6624538584660749
77,1809.1179,1809,1179,268,#5ec962,1.6624538584660749
261,.,133,-1,268,#5ec962,1.6624538584660749
248,.,158,-1,261,#5ec962,1.6624538584660749
27,865.4024,865,4024,248,#5ec962,1.6624538584660749
243,.,161,-1,248,#5ec962,1.6624538584660749
171,.,307,-1,243,#5ec962,1.6624538584660749
32,953.4234,953,4234,171,#5ec962,1.6624538584660749
69,1705.5527,1705,5527,171,#5ec962,1.6624538584660749
205,.,218,-1,243,#5ec962,1.6624538584660749
115,2804.5574,2804,5574,205,#5ec962,1.6624538584660749
198,.,228,-1,205,#5ec962,1.6624538584660749
121,2930.1471,2930,1471,198,#5ec962,1.6624538584660749
128,3141.922,3141,922,198,#5ec962,1.6624538584660749
251,.,156,-1,261,#5ec962,1.6624538584660749
59,1574.5665,1574,5665,251,#5ec962,1.6624538584660749
237,.,173,-1,251,#5ec962,1.6624538584660749
179,.,281,-1,237,#5ec962,1.6624538584660749
33,981.4664,981,4664,179,#5ec962,1.6624538584660749
120,2924.2644,2924,2644,179,#5ec962,1.6624538584660749
216,.,204,-1,237,#5ec962,1.6624538584660749
135,3194.9283,3194,9283,216,#5ec962,1.6624538584660749
148,3517.815,3517,815,216,#5ec962,1.6624538584660749
290,.,38,-1,295,#5ec962,1.6624538584660749
15,650.4604,650,4604,290,#5ec962,1.6624538584660749
279,.,83,-1,290,#5ec962,1.6624538584660749
230,.,179,-1,279,#5ec962,1.6624538584660749
176,.,295,-1,230,#5ec962,1.6624538584660749
36,1041.1815,1041,1815,176,#5ec962,1.6624538584660749
119,2920.7792,2920,7792,176,#5ec962,1.6624538584660749
206,.,217,-1,230,#5ec962,1.6624538584660749
83,1957.560,1957,560,206,#5ec962,1.6624538584660749
94,2152.6775,2152,6775,206,#5ec962,1.6624538584660749
276,.,89,-1,279,#5ec962,1.6624538584660749
106,2499.4851,2499,4851,276,#5ec962,1.6624538584660749
256,.,144,-1,276,#5ec962,1.6624538584660749
249,.,156,-1,256,#5ec962,1.6624538584660749
191,.,243,-1,249,#5ec962,1.6624538584660749
178,.,282,-1,191,#5ec962,1.6624538584660749
64,1650.2159,1650,2159,178,#5ec962,1.6624538584660749
174,.,299,-1,178,#5ec962,1.6624538584660749
114,2801.3723,2801,3723,174,#5ec962,1.6624538584660749
140,3319.1515,3319,1515,174,#5ec962,1.6624538584660749
182,.,270,-1,191,#5ec962,1.6624538584660749
35,1023.4161,1023,4161,182,#5ec962,1.6624538584660749
177,.,292,-1,182,#5ec962,1.6624538584660749
156,.,714,-1,177,#5ec962,1.6624538584660749
26,861.6600,861,6600,156,#5ec962,1.6624538584660749
103,2340.8461,2340,8461,156,#5ec962,1.6624538584660749
162,.,388,-1,177,#5ec962,1.6624538584660749
96,2212.2445,2212,2445,162,#5ec962,1.6624538584660749
141,3340.5336,3340,5336,162,#5ec962,1.6624538584660749
246,.,158,-1,249,#5ec962,1.6624538584660749
6,428.6257,428,6257,246,#5ec962,1.6624538584660749
200,.,224,-1,246,#5ec962,1.6624538584660749
86,1991.656,1991,656,200,#5ec962,1.6624538584660749
108,2538.703,2538,703,200,#5ec962,1.6624538584660749
252,.,151,-1,256,#5ec962,1.6624538584660749
212,.,208,-1,252,#5ec962,1.6624538584660749
49,1208.4531,1208,4531,212,#5ec962,1.6624538584660749
195,.,234,-1,212,#5ec962,1.6624538584660749
61,1584.1969,1584,1969,195,#5ec962,1.6624538584660749
173,.,305,-1,195,#5ec962,1.6624538584660749
5,333.7535,333,7535,173,#5ec962,1.6624538584660749
142,3376.4296,3376,4296,173,#5ec962,1.6624538584660749
244,.,159,-1,252,#5ec962,1.6624538584660749
84,1962.2140,1962,2140,244,#5ec962,1.6624538584660749
150,3566.7522,3566,7522,244,#5ec962,1.6624538584660749
