node_id,name,node_time,subpop_id,parent_id,color_trait_1,transmissibility_1,drug_resistance_1,drug_resistance_2
325,.,481,-1,365,#80007f,0.4,0.0,0.0
198,616.337,616,337,325,#c0003f,0.6000000000000001,0.0,0.0
316,.,502,-1,325,#80007f,0.4,0.0,0.0
170,549.5352,549,5352,316,#80007f,0.4,0.0,0.0
178,575.8311,575,8311,316,#80007f,0.4,0.0,0.0
471,.,83,-1,477,#0000ff,0.0,0.0,0.0
27,168.2840,168,2840,471,#0000ff,0.0,0.0,0.0
54,237.5360,237,5360,471,#4000bf,0.2,0.0,0.0
498,.,71,-1,501,#0000ff,0.0,0.0,0.0
17,144.3997,144,3997,498,#0000ff,0.0,0.0,0.0
496,.,72,-1,498,#0000ff,0.0,0.0,0.0
6,120.5529,120,5529,496,#0000ff,0.0,0.0,0.0
441,.,92,-1,496,#0000ff,0.0,0.0,0.0
58,250.8496,250,8496,441,#0000ff,0.0,0.0,0.2
121,447.7560,447,7560,441,#4000bf,0.2,0.0,0.2
495,.,73,-1,496,#0000ff,0.0,0.0,0.0
28,172.4635,172,4635,495,#0000ff,0.0,0.0,0.0
36,191.2218,191,2218,495,#0000ff,0.0,0.0,0.0
459,.,87,-1,495,#0000ff,0.0,0.0,0.0
412,.,178,-1,459,#4000bf,0.2,0.0,0.0
393,.,308,-1,412,#4000bf,0.2,0.0,0.0
95,375.4452,375,4452,393,#4000bf,0.2,0.0,0.0
168,548.1601,548,1601,393,#4000bf,0.2,0.0,0.0
400,.,288,-1,412,#80007f,0.4,0.0,0.0
384,.,320,-1,400,#80007f,0.4,0.0,0.0
358,.,387,-1,384,#80007f,0.4,0.0,0.0
281,.,604,-1,358,#80007f,0.4,0.0,0.0
197,615.5305,615,5305,281,#80007f,0.4,0.0,0.0
232,680.699,680,699,281,#80007f,0.4,0.0,0.0
349,.,419,-1,358,#80007f,0.4,0.0,0.0
322,.,488,-1,349,#80007f,0.4,0.0,0.2
141,502.8902,502,8902,322,#80007f,0.4,0.0,0.2
242,690.9024,690,9024,322,#80007f,0.4,0.0,0.2
345,.,425,-1,349,#80007f,0.4,0.0,0.0
314,.,507,-1,345,#80007f,0.4,0.0,0.0
225,664.4861,664,4861,314,#80007f,0.4,0.0,0.0
310,.,512,-1,314,#80007f,0.4,0.0,0.0
169,548.2340,548,2340,310,#80007f,0.4,0.0,0.0
309,.,514,-1,310,#80007f,0.4,0.0,0.0
164,543.2722,543,2722,309,#80007f,0.4,0.0,0.0
250,700.9351,700,9351,309,#80007f,0.4,0.0,0.0
330,.,472,-1,345,#80007f,0.4,0.0,0.0
156,531.532,531,532,330,#80007f,0.4,0.0,0.0
321,.,488,-1,330,#80007f,0.4,0.0,0.0
166,547.2400,547,2400,321,#c0003f,0.6000000000000001,0.0,0.0
176,559.2400,559,2400,166,#c0003f,0.6000000000000001,0.0,0.0
311,.,511,-1,321,#80007f,0.4,0.0,0.0
165,546.1602,546,1602,311,#80007f,0.4,0.0,0.0
308,.,515,-1,311,#80007f,0.4,0.0,0.0
305,.,524,-1,308,#80007f,0.4,0.0,0.0
158,538.705,538,705,305,#80007f,0.4,0.0,0.0
275,.,624,-1,305,#80007f,0.4,0.0,0.0
214,652.6364,652,6364,275,#80007f,0.4,0.0,0.0
271,.,654,-1,275,#80007f,0.4,0.0,0.0
230,675.9907,675,9907,271,#80007f,0.4,0.0,0.0
236,685.8753,685,8753,271,#80007f,0.4,0.0,0.0
306,.,523,-1,308,#80007f,0.4,0.0,0.0
179,577.1043,577,1043,306,#80007f,0.4,0.0,0.0
182,582.3600,582,3600,306,#80007f,0.4,0.0,0.0
368,.,371,-1,384,#80007f,0.4,0.0,0.0
103,402.7766,402,7766,368,#80007f,0.4,0.0,0.0
348,.,419,-1,368,#80007f,0.4,0.0,0.2
279,.,608,-1,348,#80007f,0.4,0.0,0.2
223,660.6412,660,6412,279,#80007f,0.4,0.0,0.4
226,666.4034,666,4034,279,#80007f,0.4,0.0,0.2
344,.,425,-1,348,#80007f,0.4,0.0,0.2
338,.,447,-1,344,#80007f,0.4,0.0,0.2
272,.,652,-1,338,#80007f,0.4,0.0,0.2
219,657.624,657,624,272,#80007f,0.4,0.0,0.2
239,690.4111,690,4111,272,#80007f,0.4,0.0,0.2
284,.,592,-1,338,#80007f,0.4,0.0,0.2
210,645.3358,645,3358,284,#80007f,0.4,0.0,0.2
273,.,648,-1,284,#80007f,0.4,0.0,0.2
255,706.1448,706,1448,273,#80007f,0.4,0.0,0.2
259,713.6168,713,6168,273,#80007f,0.4,0.0,0.2
343,.,427,-1,344,#80007f,0.4,0.0,0.2
334,.,458,-1,343,#80007f,0.4,0.0,0.2
298,.,549,-1,334,#c0003f,0.6000000000000001,0.0,0.2
212,650.7658,650,7658,298,#c0003f,0.6000000000000001,0.0,0.2
229,674.9409,674,9409,298,#c0003f,0.6000000000000001,0.0,0.2
324,.,487,-1,334,#80007f,0.4,0.0,0.2
209,643.2693,643,2693,324,#80007f,0.4,0.0,0.2
319,.,491,-1,324,#80007f,0.4,0.0,0.2
139,496.4143,496,4143,319,#80007f,0.4,0.0,0.2
220,658.9357,658,9357,319,#80007f,0.4,0.0,0.2
340,.,438,-1,343,#80007f,0.4,0.0,0.2
244,693.207,693,207,340,#80007f,0.4,0.0,0.2
312,.,510,-1,340,#80007f,0.4,0.0,0.2
150,520.8672,520,8672,312,#80007f,0.4,0.0,0.2
285,.,590,-1,312,#80007f,0.4,0.0,0.2
191,597.262,597,262,285,#80007f,0.4,0.0,0.2
267,729.2663,729,2663,285,#80007f,0.4,0.0,0.2
392,.,309,-1,400,#c0003f,0.6000000000000001,0.0,0.0
369,.,369,-1,392,#c0003f,0.6000000000000001,0.0,0.0
218,655.394,655,394,369,#c0003f,0.6000000000000001,0.0,0.0
360,.,386,-1,369,#c0003f,0.6000000000000001,0.0,0.0
288,.,583,-1,360,#c0003f,0.6000000000000001,0.0,0.0
245,694.3513,694,3513,288,#c0003f,0.6000000000000001,0.0,0.0
277,.,619,-1,288,#c0003f,0.6000000000000001,0.0,0.0
217,654.8219,654,8219,277,#c0003f,0.6000000000000001,0.0,0.0
263,720.2837,720,2837,277,#c0003f,0.6000000000000001,0.0,0.0
357,.,388,-1,360,#c0003f,0.6000000000000001,0.0,0.0
104,408.4729,408,4729,357,#c0003f,0.6000000000000001,0.0,0.0
355,.,397,-1,357,#c0003f,0.6000000000000001,0.0,0.0
326,.,480,-1,355,#c0003f,0.6000000000000001,0.0,0.0
304,.,529,-1,326,#c0003f,0.6000000000000001,0.0,0.0
167,548.640,548,640,304,#c0003f,0.6000000000000001,0.0,0.0
241,690.2311,690,2311,304,#ff0000,0.8,0.0,0.0
323,.,487,-1,326,#c0003f,0.6000000000000001,0.0,0.0
249,700.6125,700,6125,323,#c0003f,0.6000000000000001,0.0,0.0
302,.,538,-1,323,#c0003f,0.6000000000000001,0.0,0.0
257,709.5566,709,5566,302,#c0003f,0.6000000000000001,0.0,0.0
286,.,589,-1,302,#c0003f,0.6000000000000001,0.0,0.0
204,624.9444,624,9444,286,#c0003f,0.6000000000000001,0.0,0.0
215,652.8960,652,8960,286,#c0003f,0.6000000000000001,0.0,0.0
318,.,494,-1,323,#c0003f,0.6000000000000001,0.0,0.0
264,722.6339,722,6339,318,#c0003f,0.6000000000000001,0.0,0.0
303,.,537,-1,318,#c0003f,0.6000000000000001,0.0,0.0
200,621.920,621,920,303,#c0003f,0.6000000000000001,0.0,0.2
301,.,540,-1,303,#c0003f,0.6000000000000001,0.0,0.0
186,589.7917,589,7917,301,#c0003f,0.6000000000000001,0.0,0.0
295,.,566,-1,301,#c0003f,0.6000000000000001,0.0,0.0
206,627.6868,627,6868,295,#c0003f,0.6000000000000001,0.0,0.0
294,.,567,-1,295,#c0003f,0.6000000000000001,0.0,0.0
202,622.9799,622,9799,294,#c0003f,0.6000000000000001,0.0,0.0
293,.,568,-1,294,#c0003f,0.6000000000000001,0.0,0.0
252,703.3337,703,3337,293,#ff0000,0.8,0.0,0.0
254,706.9265,706,9265,293,#c0003f,0.6000000000000001,0.0,0.0
342,.,432,-1,355,#c0003f,0.6000000000000001,0.0,0.0
159,539.852,539,852,342,#c0003f,0.6000000000000001,0.0,0.0
341,.,436,-1,342,#c0003f,0.6000000000000001,0.0,0.0
163,542.8859,542,8859,341,#c0003f,0.6000000000000001,0.0,0.0
174,554.8737,554,8737,341,#c0003f,0.6000000000000001,0.0,0.0
382,.,328,-1,392,#c0003f,0.6000000000000001,0.0,0.0
128,466.2404,466,2404,382,#c0003f,0.6000000000000001,0.0,0.0
234,682.7695,682,7695,382,#c0003f,0.6000000000000001,0.0,0.0
431,.,99,-1,459,#0000ff,0.0,0.0,0.0
142,504.1504,504,1504,431,#0000ff,0.0,0.0,0.0
406,.,263,-1,431,#0000ff,0.0,0.0,0.0
77,303.5749,303,5749,406,#0000ff,0.0,0.0,0.0
108,418.9312,418,9312,406,#0000ff,0.0,0.0,0.0
483,.,80,-1,495,#0000ff,0.0,0.0,0.0
49,228.6828,228,6828,483,#0000ff,0.0,0.0,0.2
405,.,265,-1,483,#4000bf,0.2,0.0,0.0
112,425.796,425,796,405,#4000bf,0.2,0.0,0.0
331,.,468,-1,405,#4000bf,0.2,0.0,0.0
171,551.712,551,712,331,#4000bf,0.2,0.0,0.0
189,595.5811,595,5811,331,#4000bf,0.2,0.0,0.0
493,.,75,-1,495,#0000ff,0.0,0.0,0.0
2,107.1930,107,1930,493,#0000ff,0.0,0.0,0.0
26,167.4743,167,4743,493,#0000ff,0.0,0.0,0.0
50,229.5680,229,5680,493,#0000ff,0.0,0.0,0.0
70,278.2622,278,2622,493,#0000ff,0.0,0.0,0.0
455,.,88,-1,493,#0000ff,0.0,0.0,0.0
23,160.3259,160,3259,455,#0000ff,0.0,0.0,0.0
450,.,89,-1,455,#0000ff,0.0,0.0,0.0
41,196.2784,196,2784,450,#0000ff,0.0,0.0,0.0
442,.,91,-1,450,#0000ff,0.0,0.0,0.0
43,200.6728,200,6728,442,#0000ff,0.0,0.0,0.0
399,.,288,-1,442,#0000ff,0.0,0.0,0.0
82,315.773,315,773,399,#0000ff,0.0,0.0,0.0
134,481.453,481,453,399,#0000ff,0.0,0.0,0.0
436,.,94,-1,442,#0000ff,0.0,0.0,0.0
30,173.2454,173,2454,436,#0000ff,0.0,0.0,0.0
101,396.2264,396,2264,436,#0000ff,0.0,0.0,0.0
491,.,76,-1,493,#0000ff,0.0,0.0,0.0
482,.,80,-1,491,#0000ff,0.0,0.0,0.0
439,.,93,-1,482,#0000ff,0.0,0.0,0.0
25,165.3851,165,3851,439,#0000ff,0.0,0.0,0.0
409,.,222,-1,439,#0000ff,0.0,0.0,0.0
76,295.1348,295,1348,409,#0000ff,0.0,0.0,0.0
359,.,386,-1,409,#0000ff,0.0,0.0,0.0
135,486.4233,486,4233,359,#0000ff,0.0,0.0,0.0
290,.,579,-1,359,#4000bf,0.2,0.0,0.0
180,580.2605,580,2605,290,#4000bf,0.2,0.0,0.0
221,660.57,660,57,290,#4000bf,0.2,0.0,0.0
473,.,82,-1,482,#0000ff,0.0,0.0,0.0
417,.,110,-1,473,#0000ff,0.0,0.0,0.0
387,.,314,-1,417,#0000ff,0.0,0.0,0.0
172,552.7745,552,7745,387,#4000bf,0.2,0.2,0.0
385,.,318,-1,387,#0000ff,0.0,0.0,0.0
371,.,348,-1,385,#0000ff,0.0,0.0,0.0
116,436.4957,436,4957,371,#0000ff,0.0,0.0,0.0
136,489.6306,489,6306,371,#4000bf,0.2,0.0,0.0
380,.,328,-1,385,#0000ff,0.0,0.0,0.0
107,417.705,417,705,380,#0000ff,0.0,0.0,0.0
336,.,453,-1,380,#0000ff,0.0,0.0,0.0
147,514.9570,514,9570,336,#0000ff,0.0,0.0,0.0
154,528.4234,528,4234,336,#0000ff,0.0,0.0,0.0
395,.,304,-1,417,#0000ff,0.0,0.0,0.0
131,472.4466,472,4466,395,#0000ff,0.0,0.0,0.0
372,.,348,-1,395,#0000ff,0.0,0.0,0.0
124,457.5551,457,5551,372,#0000ff,0.0,0.0,0.0
127,461.1664,461,1664,372,#0000ff,0.0,0.0,0.0
443,.,91,-1,473,#0000ff,0.0,0.0,0.0
60,253.3763,253,3763,443,#0000ff,0.0,0.0,0.0
398,.,289,-1,443,#0000ff,0.0,0.0,0.0
75,294.195,294,195,398,#0000ff,0.0,0.0,0.0
91,350.6611,350,6611,398,#0000ff,0.0,0.0,0.0
490,.,77,-1,491,#0000ff,0.0,0.0,0.0
1,97.7245,97,7245,490,#0000ff,0.0,0.0,0.0
102,397.2099,397,2099,490,#0000ff,0.0,0.0,0.0
488,.,78,-1,490,#0000ff,0.0,0.0,0.0
113,428.9408,428,9408,488,#0000ff,0.0,0.2,0.2
484,.,79,-1,488,#0000ff,0.0,0.0,0.0
9,122.6188,122,6188,484,#0000ff,0.0,0.0,0.0
480,.,80,-1,484,#0000ff,0.0,0.0,0.0
85,321.3653,321,3653,480,#0000ff,0.0,0.0,0.0
432,.,98,-1,480,#0000ff,0.0,0.0,0.0
418,.,108,-1,432,#0000ff,0.0,0.0,0.0
65,258.1098,258,1098,418,#0000ff,0.0,0.0,0.0
125,458.106,458,106,418,#0000ff,0.0,0.0,0.2
430,.,99,-1,432,#0000ff,0.0,0.0,0.0
71,281.9731,281,9731,430,#0000ff,0.0,0.0,0.0
401,.,286,-1,430,#4000bf,0.2,0.0,0.0
92,353.4692,353,4692,401,#4000bf,0.2,0.2,0.0
133,479.5098,479,5098,401,#4000bf,0.2,0.0,0.0
475,.,81,-1,480,#0000ff,0.0,0.0,0.0
16,144.2180,144,2180,475,#0000ff,0.0,0.0,0.0
468,.,83,-1,475,#0000ff,0.0,0.0,0.0
453,.,89,-1,468,#0000ff,0.0,0.0,0.0
47,217.8672,217,8672,453,#0000ff,0.0,0.0,0.0
437,.,94,-1,453,#0000ff,0.0,0.0,0.0
126,460.8189,460,8189,437,#4000bf,0.2,0.0,0.0
364,.,379,-1,437,#4000bf,0.2,0.0,0.0
114,430.6120,430,6120,364,#4000bf,0.2,0.0,0.0
145,513.3497,513,3497,364,#4000bf,0.2,0.0,0.0
465,.,84,-1,468,#0000ff,0.0,0.0,0.0
93,368.5803,368,5803,465,#0000ff,0.0,0.0,0.0
460,.,86,-1,465,#0000ff,0.0,0.0,0.0
15,143.218,143,218,460,#0000ff,0.0,0.0,0.0
458,.,87,-1,460,#0000ff,0.0,0.0,0.0
63,254.5378,254,5378,458,#0000ff,0.0,0.0,0.0
456,.,88,-1,458,#0000ff,0.0,0.0,0.0
354,.,397,-1,456,#0000ff,0.0,0.0,0.0
111,421.1735,421,1735,354,#0000ff,0.0,0.0,0.0
132,473.1183,473,1183,354,#0000ff,0.0,0.0,0.0
451,.,89,-1,456,#0000ff,0.0,0.0,0.0
37,191.4899,191,4899,451,#0000ff,0.0,0.0,0.0
445,.,90,-1,451,#0000ff,0.0,0.0,0.0
24,162.6040,162,6040,445,#0000ff,0.0,0.0,0.0
433,.,97,-1,445,#0000ff,0.0,0.0,0.0
21,157.8654,157,8654,433,#0000ff,0.0,0.0,0.0
426,.,100,-1,433,#0000ff,0.0,0.0,0.0
20,156.443,156,443,426,#0000ff,0.0,0.0,0.0
407,.,250,-1,426,#4000bf,0.2,0.0,0.0
87,324.2922,324,2922,407,#4000bf,0.2,0.0,0.0
315,.,505,-1,407,#4000bf,0.2,0.0,0.0
173,553.9728,553,9728,315,#4000bf,0.2,0.0,0.0
194,609.1179,609,1179,315,#80007f,0.4,0.0,0.0
506,.,60,-1,507,#0000ff,0.0,0.0,0.0
499,.,71,-1,506,#0000ff,0.0,0.0,0.0
479,.,81,-1,499,#0000ff,0.0,0.0,0.0
18,152.6807,152,6807,479,#0000ff,0.0,0.0,0.0
415,.,114,-1,479,#0000ff,0.0,0.0,0.0
353,.,399,-1,415,#4000bf,0.2,0.0,0.0
208,633.4650,633,4650,353,#4000bf,0.2,0.0,0.0
237,686.5184,686,5184,353,#80007f,0.4,0.0,0.0
381,.,328,-1,415,#c0003f,0.6000000000000001,0.0,0.0
374,.,342,-1,381,#c0003f,0.6000000000000001,0.0,0.0
149,519.2239,519,2239,374,#c0003f,0.6000000000000001,0.0,0.0
328,.,477,-1,374,#c0003f,0.6000000000000001,0.0,0.0
138,492.3233,492,3233,328,#c0003f,0.6000000000000001,0.0,0.0
274,.,632,-1,328,#ff0000,0.8,0.0,0.0
222,660.114,660,114,274,#ff0000,0.8,0.0,0.0
233,681.1299,681,1299,274,#ff0000,0.8,0.0,0.0
378,.,331,-1,381,#c0003f,0.6000000000000001,0.0,0.0
363,.,380,-1,378,#c0003f,0.6000000000000001,0.0,0.0
253,703.8021,703,8021,363,#ff0000,0.8,0.0,0.0
339,.,445,-1,363,#c0003f,0.6000000000000001,0.0,0.0
211,650.6223,650,6223,339,#c0003f,0.6000000000000001,0.0,0.0
231,679.9995,679,9995,339,#c0003f,0.6000000000000001,0.0,0.0
376,.,333,-1,378,#c0003f,0.6000000000000001,0.0,0.0
227,670.3932,670,3932,376,#ff0000,0.8,0.0,0.0
375,.,339,-1,376,#c0003f,0.6000000000000001,0.0,0.0
346,.,424,-1,375,#c0003f,0.6000000000000001,0.0,0.0
162,540.7968,540,7968,346,#c0003f,0.6000000000000001,0.0,0.0
327,.,478,-1,346,#ff0000,0.8,0.0,0.2
196,611.6928,611,6928,327,#ff0000,0.8,0.0,0.2
320,.,490,-1,327,#ff0000,0.8,0.0,0.2
151,525.3036,525,3036,320,#ff0000,0.8,0.0,0.2
317,.,498,-1,320,#ff0000,0.8,0.0,0.2
297,.,551,-1,317,#ff0000,0.8,0.0,0.2
185,587.6966,587,6966,297,#ff0000,0.8,0.0,0.2
224,662.327,662,327,297,#ff0000,0.8,0.0,0.2
313,.,508,-1,317,#ff0000,0.8,0.0,0.2
296,.,558,-1,313,#ff0000,0.8,0.0,0.2
269,.,687,-1,296,#ff0000,0.8,0.0,0.2
251,702.4501,702,4501,269,#ff0000,0.8,0.0,0.2
268,729.4819,729,4819,269,#ff0000,0.8,0.0,0.2
289,.,582,-1,296,#ff0000,0.8,0.0,0.2
256,709.9086,709,9086,289,#ff0000,0.8,0.0,0.2
287,.,584,-1,289,#ff0000,0.8,0.0,0.2
205,626.2704,626,2704,287,#ff0000,0.8,0.0,0.2
270,.,659,-1,287,#ff0000,0.8,0.0,0.2
246,697.6360,697,6360,270,#ff0000,0.8,0.0,0.2
260,714.8752,714,8752,270,#ff0000,0.8,0.0,0.2
299,.,545,-1,313,#ff0000,0.8,0.0,0.2
190,596.6892,596,6892,299,#ff0000,0.8,0.0,0.2
213,652.3383,652,3383,299,#ff0000,0.8,0.0,0.2
361,.,386,-1,375,#c0003f,0.6000000000000001,0.0,0.0
337,.,448,-1,361,#c0003f,0.6000000000000001,0.0,0.0
248,699.7375,699,7375,337,#c0003f,0.6000000000000001,0.0,0.0
292,.,569,-1,337,#c0003f,0.6000000000000001,0.0,0.0
188,595.4327,595,4327,292,#c0003f,0.6000000000000001,0.0,0.0
283,.,592,-1,292,#c0003f,0.6000000000000001,0.0,0.0
235,682.8205,682,8205,283,#c0003f,0.6000000000000001,0.0,0.2
282,.,601,-1,283,#c0003f,0.6000000000000001,0.0,0.0
216,654.3724,654,3724,282,#c0003f,0.6000000000000001,0.0,0.0
280,.,604,-1,282,#c0003f,0.6000000000000001,0.0,0.0
195,611.787,611,787,280,#c0003f,0.6000000000000001,0.0,0.0
278,.,618,-1,280,#c0003f,0.6000000000000001,0.0,0.0
207,628.1807,628,1807,278,#c0003f,0.6000000000000001,0.0,0.0
238,687.8070,687,8070,278,#c0003f,0.6000000000000001,0.0,0.0
347,.,420,-1,361,#c0003f,0.6000000000000001,0.0,0.0
155,530.2000,530,2000,347,#c0003f,0.6000000000000001,0.0,0.0
307,.,518,-1,347,#c0003f,0.6000000000000001,0.0,0.0
243,692.9796,692,9796,307,#c0003f,0.6000000000000001,0.2,0.0
300,.,542,-1,307,#c0003f,0.6000000000000001,0.0,0.0
261,717.8319,717,8319,300,#c0003f,0.6000000000000001,0.0,0.0
266,727.741,727,741,300,#c0003f,0.6000000000000001,0.0,0.2
494,.,75,-1,499,#0000ff,0.0,0.0,0.0
478,.,81,-1,494,#0000ff,0.0,0.0,0.0
435,.,95,-1,478,#0000ff,0.0,0.0,0.0
422,.,104,-1,435,#0000ff,0.0,0.0,0.0
11,137.571,137,571,422,#0000ff,0.0,0.0,0.0
160,539.6189,539,6189,422,#4000bf,0.2,0.0,0.0
434,.,96,-1,435,#0000ff,0.0,0.0,0.0
414,.,120,-1,434,#0000ff,0.0,0.0,0.0
56,240.549,240,549,414,#0000ff,0.0,0.0,0.0
404,.,277,-1,414,#0000ff,0.0,0.0,0.0
73,286.9600,286,9600,404,#0000ff,0.0,0.0,0.0
98,378.9154,378,9154,404,#0000ff,0.0,0.0,0.0
429,.,100,-1,434,#0000ff,0.0,0.0,0.0
12,137.3542,137,3542,429,#0000ff,0.0,0.0,0.0
86,322.227,322,227,429,#0000ff,0.0,0.0,0.0
464,.,85,-1,478,#0000ff,0.0,0.0,0.0
427,.,100,-1,464,#0000ff,0.0,0.0,0.0
68,271.8578,271,8578,427,#0000ff,0.0,0.0,0.0
424,.,102,-1,427,#0000ff,0.0,0.0,0.0
391,.,309,-1,424,#0000ff,0.0,0.0,0.0
117,441.4734,441,4734,391,#0000ff,0.0,0.0,0.0
187,592.1660,592,1660,391,#0000ff,0.0,0.0,0.0
410,.,212,-1,424,#0000ff,0.0,0.0,0.0
46,217.5645,217,5645,410,#0000ff,0.0,0.0,0.0
61,253.2169,253,2169,410,#0000ff,0.0,0.0,0.0
452,.,89,-1,464,#0000ff,0.0,0.0,0.0
74,291.109,291,109,452,#0000ff,0.0,0.0,0.0
447,.,90,-1,452,#0000ff,0.0,0.0,0.0
39,194.3343,194,3343,447,#4000bf,0.2,0.0,0.0
367,.,371,-1,447,#0000ff,0.0,0.0,0.0
109,419.9358,419,9358,367,#0000ff,0.0,0.0,0.0
351,.,408,-1,367,#4000bf,0.2,0.0,0.0
199,619.4835,619,4835,351,#4000bf,0.2,0.0,0.0
332,.,467,-1,351,#4000bf,0.2,0.0,0.0
146,513.9904,513,9904,332,#4000bf,0.2,0.0,0.0
175,557.6975,557,6975,332,#4000bf,0.2,0.0,0.0
