node_id,name,node_time,subpop_id,parent_id,color_trait_1,transmissibility_1,drug_resistance_1,drug_resistance_2
309,.,561,-1,330,#cc0033,0.8,0.0,0.4
197,587.578,587,578,309,#cc0033,0.8,0.0,0.4
238,651.148,651,148,309,#cc0033,0.8,0.0,0.4
485,.,119,-1,489,#0000ff,0.0,0.0,0.0
39,205.553,205,553,485,#0000ff,0.0,0.0,0.0
480,.,121,-1,485,#0000ff,0.0,0.0,0.0
43,209.5408,209,5408,480,#0000ff,0.0,0.0,0.0
463,.,126,-1,480,#0000ff,0.0,0.0,0.0
32,191.2648,191,2648,463,#0000ff,0.0,0.0,0.0
36,203.1204,203,1204,463,#0000ff,0.0,0.0,0.0
105,340.4422,340,4422,463,#0000ff,0.0,0.0,0.0
515,.,109,-1,518,#0000ff,0.0,0.0,0.0
50,227.5489,227,5489,515,#0000ff,0.0,0.0,0.0
421,.,295,-1,515,#0000ff,0.0,0.0,0.0
100,325.5454,325,5454,421,#0000ff,0.0,0.0,0.0
114,360.574,360,574,421,#0000ff,0.0,0.0,0.0
519,.,107,-1,521,#0000ff,0.0,0.0,0.0
123,398.3843,398,3843,519,#660099,0.4,0.0,0.2
481,.,121,-1,519,#0000ff,0.0,0.0,0.0
42,207.9681,207,9681,481,#0000ff,0.0,0.0,0.0
473,.,124,-1,481,#0000ff,0.0,0.0,0.0
447,.,135,-1,473,#0000ff,0.0,0.0,0.0
58,238.7461,238,7461,447,#0000ff,0.0,0.0,0.0
80,287.1524,287,1524,447,#3300cc,0.2,0.0,0.2
449,.,130,-1,473,#0000ff,0.0,0.0,0.0
25,182.1303,182,1303,449,#0000ff,0.0,0.0,0.0
65,252.4098,252,4098,449,#0000ff,0.0,0.0,0.0
527,.,101,-1,530,#0000ff,0.0,0.0,0.0
49,224.6873,224,6873,527,#0000ff,0.0,0.0,0.0
524,.,104,-1,527,#0000ff,0.0,0.0,0.0
55,231.3262,231,3262,524,#0000ff,0.0,0.0,0.0
522,.,105,-1,524,#0000ff,0.0,0.0,0.0
11,154.6341,154,6341,522,#3300cc,0.2,0.0,0.0
38,204.1851,204,1851,522,#0000ff,0.0,0.0,0.0
