2, Subpopulation<p2237>, 0.4, 0.7
3, Subpopulation<p3362>, 0.3, 0.0
0, Subpopulation<p5033>, 0.5, 0.0
1, Subpopulation<p5986>, 0.1, 0.0
4, Subpopulation<p8372>, 0.5, 0.0
